"编号","开始答题时间","结束答题时间","答题时长","1.您在过去一年中绝大部分时间（指在9个月以上）居住在？","2.您现在有工作吗？","3.您的年龄是？","4.您的常住地在？","5.您有多少个孩子？","6.您一般每天会在家务劳动（如：买菜做饭、做卫生、照顾孩子等）上花费多少个小时？","7.除了睡觉时间外，您每天的闲暇时间（即没有事情做的时间）有多少个小时？","8.您现在希望拥有工作吗?","9.您想参加工作的主要原因是什么？:增加家庭收入，改善家庭经济条件","9.您想参加工作的主要原因是什么？:结识更多的人，拓宽社交圈子","9.您想参加工作的主要原因是什么？:获得社会认可，实现个人价值","9.您想参加工作的主要原因是什么？:学习新的技能，充实自身 ","9.您想参加工作的主要原因是什么？:响应政策鼓励，如政府扶持的乡村振兴项目或技能培训计划等","9.您想参加工作的主要原因是什么？:其他（请注明：____{fillblank-e7a9}）","9.您想参加工作的主要原因是什么？:其他（请注明：____{fillblank-e7a9}）[选项填空]","10.您不想参加工作的主要原因是什么？:需要全职照顾孩子/老人","10.您不想参加工作的主要原因是什么？:身体健康条件不允许","10.您不想参加工作的主要原因是什么？:认为自己作为女性不该外出工作","10.您不想参加工作的主要原因是什么？:周边没有适合的工作机会","10.您不想参加工作的主要原因是什么？:现有技能达不到工作要求","10.您不想参加工作的主要原因是什么？:家庭收入已经满足生活需求，无需再参与工作","10.您不想参加工作的主要原因是什么？:其他（请注明：____{fillblank-9dd1}）","10.您不想参加工作的主要原因是什么？:其他（请注明：____{fillblank-9dd1}）[选项填空]","11.您希望它是全职还是兼职工作？","12.（多选，最多选3项）请问您为什么希望这份工作是全职？:稳定且可预期的收入","12.（多选，最多选3项）请问您为什么希望这份工作是全职？:享受完整的员工福利（社保、医保、休假等）","12.（多选，最多选3项）请问您为什么希望这份工作是全职？:更清晰的职业发展和晋升机会","12.（多选，最多选3项）请问您为什么希望这份工作是全职？:深入参与工作，获得全面经验","12.（多选，最多选3项）请问您为什么希望这份工作是全职？:看重工作稳定性和安全感","12.（多选，最多选3项）请问您为什么希望这份工作是全职？:建立团队归属感","12.（多选，最多选3项）请问您为什么希望这份工作是全职？:便于个人生活和财务规划","12.（多选，最多选3项）请问您为什么希望这份工作是全职？:满足事业心和成就感","12.（多选，最多选3项）请问您为什么希望这份工作是全职？:承担更重要的职责","12.（多选，最多选3项）请问您为什么希望这份工作是全职？:其他（请注明：____{fillblank-832e}）","12.（多选，最多选3项）请问您为什么希望这份工作是全职？:其他（请注明：____{fillblank-832e}）[选项填空]","13.（多选，最多选3项）请问您为什么希望这份工作是兼职？:追求工作与生活平衡","13.（多选，最多选3项）请问您为什么希望这份工作是兼职？:需要时间照顾家庭（育儿、养老等）","13.（多选，最多选3项）请问您为什么希望这份工作是兼职？:需要时间学习或深造","13.（多选，最多选3项）请问您为什么希望这份工作是兼职？:看重工作时间和地点的灵活性","13.（多选，最多选3项）请问您为什么希望这份工作是兼职？:同时从事多份工作或发展副业","13.（多选，最多选3项）请问您为什么希望这份工作是兼职？:减轻工作压力，保持身心健康","13.（多选，最多选3项）请问您为什么希望这份工作是兼职？:作为进入新行业或重返职场的过渡","13.（多选，最多选3项）请问您为什么希望这份工作是兼职？:已有其他主要收入来源","13.（多选，最多选3项）请问您为什么希望这份工作是兼职？:探索工作多样性或兴趣","13.（多选，最多选3项）请问您为什么希望这份工作是兼职？:避免职业倦怠，保持热情","13.（多选，最多选3项）请问您为什么希望这份工作是兼职？:身体状况/精力限制","13.（多选，最多选3项）请问您为什么希望这份工作是兼职？:增加收入但不愿承担全职责任","13.（多选，最多选3项）请问您为什么希望这份工作是兼职？:其他（请注明：____{fillblank-a8c1}）","13.（多选，最多选3项）请问您为什么希望这份工作是兼职？:其他（请注明：____{fillblank-a8c1}）[选项填空]","14.您希望它是线上的还是线下的？","15.（多选，最多选3项）请问您为什么希望这份工作是线上的？:节省通勤时间和成本","15.（多选，最多选3项）请问您为什么希望这份工作是线上的？:工作时间和地点更灵活自由","15.（多选，最多选3项）请问您为什么希望这份工作是线上的？:能更好地平衡工作和生活/家庭","15.（多选，最多选3项）请问您为什么希望这份工作是线上的？:可以跨地域工作（不受居住地限制）","15.（多选，最多选3项）请问您为什么希望这份工作是线上的？:工作环境更舒适自在（如在家）","15.（多选，最多选3项）请问您为什么希望这份工作是线上的？:减少外界干扰，更能专注任务","15.（多选，最多选3项）请问您为什么希望这份工作是线上的？:更便于安排个人事务（如看病、接送等）","15.（多选，最多选3项）请问您为什么希望这份工作是线上的？:个人偏好（习惯/喜欢线上工作模式）","15.（多选，最多选3项）请问您为什么希望这份工作是线上的？:其他（请注明：____{fillblank-e269}）","15.（多选，最多选3项）请问您为什么希望这份工作是线上的？:其他（请注明：____{fillblank-e269}）[选项填空]","16.（多选，最多选3项）请问您为什么希望这份工作是线下的？:促进面对面沟通和团队协作","16.（多选，最多选3项）请问您为什么希望这份工作是线下的？:建立更紧密的同事关系和归属感","16.（多选，最多选3项）请问您为什么希望这份工作是线下的？:工作内容或性质需要特定场所/设备（如实验室、机器、门店）","16.（多选，最多选3项）请问您为什么希望这份工作是线下的？:清晰分隔工作与生活空间","16.（多选，最多选3项）请问您为什么希望这份工作是线下的？:需要现场指导或管理","16.（多选，最多选3项）请问您为什么希望这份工作是线下的？:减少在家工作的干扰（如孩子、家务等）","16.（多选，最多选3项）请问您为什么希望这份工作是线下的？:享受公司提供的办公环境和资源","16.（多选，最多选3项）请问您为什么希望这份工作是线下的？:个人偏好（习惯/喜欢线下工作氛围）","16.（多选，最多选3项）请问您为什么希望这份工作是线下的？:工作性质要求必须线下完成（如制造、医护、服务等）","16.（多选，最多选3项）请问您为什么希望这份工作是线下的？:其他（请注明：____{fillblank-2202}）","16.（多选，最多选3项）请问您为什么希望这份工作是线下的？:其他（请注明：____{fillblank-2202}）[选项填空]","17.您最希望每周工作多少天？","18.您最希望每天工作多少个小时？","19.您最希望这份工作每个月的收入有多少元？","20.您觉得这份工作中的社会保险（如基本养老保险、基本医疗保险、失业保险、工伤保险和生育保险）重要吗？","21.您觉得这份工作中，签订劳动合同重要吗？","22.您的学历是？","23.您以前有参加过工作吗？","24.您的累计工作年限（即参加工作的年数）一共多少年？","25.阅读以下工作内容，选择最符合您的实际情况的选项","26.阅读以下工作内容，选择最符合您的实际情况的选项","27.阅读以下工作内容，选择最符合您的实际情况的选项","28.阅读以下工作内容，选择最符合您的实际情况的选项","29.阅读以下工作内容，选择最符合您的实际情况的选项","30.本题请选择3分的选项","31.阅读以下工作内容，选择最符合您的实际情况的选项","32.阅读以下工作内容，选择最符合您的实际情况的选项","33.阅读以下工作内容，选择最符合您的实际情况的选项","34.您会使用手机、电脑等来上网吗？","35.当您在网上搜索信息（如新闻、知识、解决方案）时，您评估信息来源可靠性和信息真实性的能力如何？","36.您使用在线工具或软件（如文档协作、项目管理、在线会议、专业软件/APP）与他人合作完成工作或学习任务的熟练程度如何？","37.您在互联网上创作和分享原创内容（如撰写博客/公众号/帖子、制作发布图片/视频、编写代码、设计作品等）的经验和能力如何？","38.您对保护个人隐私信息和防范网络安全风险（如诈骗、病毒、钓鱼链接）的意识和采取的措施如何？","39.当您在使用数字设备或网络服务遇到技术问题（如软件无法使用、网络连接故障、设备设置问题）时，您通常如何解决？","40.您懂用电脑或手机做什么工作？:进行修图、视频剪辑的工作","40.您懂用电脑或手机做什么工作？:在手机上销售自家商品（如农产品、手工品）","40.您懂用电脑或手机做什么工作？:通过直播介绍商品","40.您懂用电脑或手机做什么工作？:用手机记录数据（如大棚温度、农村路况）","40.您懂用电脑或手机做什么工作？:通过手机视频教别人手工、烹饪等技能","40.您懂用电脑或手机做什么工作？:进行语言类标注工作（如字幕制作、方言翻译等）","40.您懂用电脑或手机做什么工作？:做在线客服工作","40.您懂用电脑或手机做什么工作？:其他（请填写：____{fillblank-58e0}）","40.您懂用电脑或手机做什么工作？:其他（请填写：____{fillblank-58e0}）[选项填空]","41.以下软件中，您会使用哪些？:手机文件管理器","41.以下软件中，您会使用哪些？:PowerPoint（PPT）","41.以下软件中，您会使用哪些？:Word","41.以下软件中，您会使用哪些？:Excel","41.以下软件中，您会使用哪些？:WPS","41.以下软件中，您会使用哪些？:PS/美图秀秀/醒图等","41.以下软件中，您会使用哪些？:Pr/剪映/必剪等","41.以下软件中，您会使用哪些？:抖音/快手","41.以下软件中，您会使用哪些？:淘宝/京东/拼多多","41.以下软件中，您会使用哪些？:支付宝","41.以下软件中，您会使用哪些？:腾讯会议","语言","清洗数据结果","智能清洗数据无效概率","地理位置国家和地区","地理位置省","地理位置市","自定义字段","IP","UA","Referrer",
"305","27-Aug-2025 09:57:41","27-Aug-2025 10:09:14","693","2","3","48","3","3","6","11","1","1","1","","","","","","","","","","","","","","1","1","","","","","","1","1","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","1","","","","1","","","","6","8","	4500","1","1","4","1","19","1","2","1","1","2","4","1","7","2","1","1","2","1","2","2","","","1","","1","","","","","","","","","","","","1","1","1","","简体中文","未清洗","","中国","湖北省","十堰市","","122.191.234.30","Mozilla/5.0 (iPhone; CPU iPhone OS 18_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1","",
"304","27-Aug-2025 09:56:14","27-Aug-2025 10:05:18","544","2","3","40","4","3","6","10","2","","","","","","","","1","","","1","1","","","","2","","","","","","","","","","","","","1","","","","","","","","","","","","","1","","","1","","1","","1","","","","","","","","","","","","","","","5","10","	5000","2","2","4","1","9","1","2","1","1","3","4","1","5","2","1","3","2","2","1","2","","","1","1","","","1","","","","","1","1","","","","1","1","1","","简体中文","未清洗","","中国","陕西省","西安市","","113.132.144.68","Mozilla/5.0 (Linux; U; Android 15; zh-cn; RMX3888 Build/UKQ1.231108.001) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/115.0.5790.168 Mobile Safari/537.36 HeyTapBrowser/40.10.1.1","",
"303","27-Aug-2025 09:57:04","27-Aug-2025 10:03:25","381","2","3","36","2","2","5","12","1","","1","1","","","","","","","","","","","","","1","1","1","","","1","","","","","","","","","","","","","","","","","","","","","1","","1","1","","","","","","","","","","","","","","","","","","","5","9","	5500","2","2","5","1","5","2","2","1","1","3","4","1","6","5","1","3","2","3","3","3","1","1","1","","","","","","","","","1","1","","","1","1","1","1","","简体中文","未清洗","","中国","江苏省","苏州市","","112.20.126.125","mozilla/5.0 (linux; android 13; ;huaweirongyao90 harmonyos;  v2227a build/tp1a.220624.014; wv) applewebkit/537.36 (khtml, like gecko) version/4.0 chrome/107.0.5304.141 mobile safari/537.36","",
"302","27-Aug-2025 09:41:10","27-Aug-2025 09:53:49","759","2","3","39","3","3","12","11","1","1","","","","","","","","","","","","","","","1","1","1","","","","","1","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","1","1","","1","","","","","","5","9","	6000","2","2","5","2","0","1","2","1","1","2","4","1","2","1","1","3","2","3","3","1","1","1","1","","1","","","","","","","1","1","","","1","1","1","1","","简体中文","未清洗","","中国","安徽省","六安市","","183.162.100.128","Mozilla/5.0 (Linux; U; Android 15; zh-cn; RMX3888 Build/UKQ1.231108.001) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/115.0.5790.168 Mobile Safari/537.36 HeyTapBrowser/40.10.1.1","",
"301","27-Aug-2025 09:40:54","27-Aug-2025 09:52:00","666","2","3","35","1","2","6","11","1","","","","1","1","","","","","","","","","","","1","","1","","","1","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","1","","","","1","","","","","","6","10","	7000","2","2","5","1","9","2","2","1","1","2","4","1","6","3","1","2","2","2","2","2","","1","","","1","","","","","","","","","","","","1","1","1","","简体中文","未清洗","","中国","山东省","烟台市","","144.255.36.45","mozilla/5.0 (linux; android 13; oppo Find X8 Pro/ v2199a; wv) applewebkit/537.36 (khtml, like gecko) version/4.0 chrome/87.0.4280.141 mobile safari/537.36 vivobrowser/14.4.40.0","",
"300","27-Aug-2025 09:40:59","27-Aug-2025 09:47:44","405","2","3","29","1","1","6","14","1","","","1","","","","","","","","","","","","","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","1","1","","","","","1","","","","","5","9","	5500","1","2","6","1","3","6","5","2","2","5","4","1","7","7","1","4","4","4","4","5","1","","1","","","","1","","","","","1","1","1","1","1","1","1","1","1","简体中文","未清洗","","中国","山西省","大同市","","110.181.222.82","Mozilla/5.0 (iPhone;IPhone 11   CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.40(0x18002831) NetType/4G Language/zh_CN","",
"299","26-Aug-2025 22:50:20","26-Aug-2025 22:57:12","412","2","3","42","3","3","6","5","1","","1","1","1","","","","","","","","","","","","2","","","","","","","","","","","","1","","","","","","1","","1","","","","","","2","","","","","","","","","","","","1","","1","1","","","","","","","5","6","	2800","3","2","5","1","14","5","4","5","4","4","4","4","5","5","1","4","3","3","4","4","1","","","1","","","","","","1","","","","1","","1","1","1","1","1","简体中文","未清洗","","中国","贵州省","遵义市","","111.122.49.91","Mozilla/5.0 (Linux; Android 15; V2425A) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.6778.200 Mobile Safari/537.36 VivoBrowser/25.5.30.0","",
"298","26-Aug-2025 22:45:09","26-Aug-2025 22:53:56","527","2","3","31","1","2","5","5","1","1","1","","1","","","","","","","","","","","","1","1","","","","","","1","1","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","1","1","","","","1","","","5","9","	4500","2","2","5","1","8","5","5","5","4","4","4","3","6","5","1","3","3","3","4","3","1","","","1","","1","","","","1","1","1","1","","","1","1","1","1","1","简体中文","未清洗","","中国","广东省","佛山市","","120.230.60.229","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36","",
"297","26-Aug-2025 22:41:51","26-Aug-2025 22:47:36","345","2","3","39","3","3","6","5","1","1","","","1","1","","","","","","","","","","","1","","","1","1","1","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","1","","1","","1","","","5","10","	4600","3","2","4","1","10","5","4","4","3","4","4","3","5","5","1","3","3","3","4","4","1","","","1","","","","","","1","","","","1","","1","1","1","1","1","简体中文","未清洗","","中国","云南省","玉溪市","","183.225.95.223","Mozilla/5.0 (Linux; Android 14; V2301A) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.6778.200 Mobile Safari/537.36 VivoBrowser/25.7.3.0","",
"296","26-Aug-2025 22:30:48","26-Aug-2025 22:39:15","507","2","3","40","3","3","5","4","1","1","1","1","","","","","","","","","","","","","1","","","","1","1","1","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","1","1","1","","","","","","5","8","	4200","3","2","4","1","9","4","4","5","4","4","4","4","5","5","1","3","3","3","4","3","1","","","1","","","","","","1","","","","1","","1","1","1","1","1","简体中文","未清洗","","中国","四川省","广元市","","125.64.57.71","Mozilla/5.0 (Linux; U; Android 14; zh-cn; 22011211C Build/UP1A.231005.007) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/121.0.6167.71 MQQBrowser/19.2 Mobile Safari/537.36 COVC/048301","",
"295","26-Aug-2025 22:19:32","26-Aug-2025 22:27:41","489","2","3","45","3","3","4","5","2","","","","","","","","","","","1","1","1","","","2","","","","","","","","","","","","","","1","1","","","","","1","","","","","","2","","","","","","","","","","","","1","","1","","1","","","","","","5","6","	3600","3","3","3","1","20","5","4","5","4","5","4","4","6","5","1","3","2","2","3","2","","","","1","","","","","","","","","","","","","1","1","","","简体中文","未清洗","","中国","四川省","攀枝花市","","183.221.52.199","Mozilla/5.0 (Linux; Android 15; V2425A) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.6778.200 Mobile Safari/537.36 VivoBrowser/25.5.30.0","",
"294","26-Aug-2025 22:12:26","26-Aug-2025 22:21:00","514","2","3","35","3","3","6","5","2","","","","","","","","1","1","","","","1","","","2","","","","","","","","","","","","1","1","","","","","","1","","","","","","","1","","1","","1","","1","","","","","","","","","","","","","","","","5","6","	3500","4","3","5","1","8","5","4","5","4","4","4","4","5","5","1","3","3","3","4","4","1","","","1","","1","","","","1","1","1","1","","","","1","1","1","1","简体中文","未清洗","","中国","广西壮族自治区","钦州市","","171.109.250.182","Mozilla/5.0 (iPhone;iPhone 15 pro; CPU iPhone OS 16_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.40(0x18002831) NetType/4G Language/zh_CN","",
"293","26-Aug-2025 22:10:45","26-Aug-2025 22:15:15","270","2","3","31","2","2","5","5","1","1","1","","1","","","","","","","","","","","","1","","","","1","","1","1","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","1","1","1","","","","","5","9","	5600","2","1","5","1","5","6","5","5","4","5","4","4","5","5","1","3","4","3","4","4","1","","","1","","1","","","","1","","","","1","","","1","1","1","1","简体中文","未清洗","","中国","湖北省","十堰市","","117.155.153.185","mozilla/5.0 (linux; android 13; ;huaweirongyao90pro harmonyos; v2227a build/tp1a.220624.014; wv) applewebkit/537.36 (khtml, like gecko) version/4.0 chrome/107.0.5304.141 mobile safari/537.36","",
"292","26-Aug-2025 21:58:24","26-Aug-2025 22:06:33","489","2","3","41","1","2","3","6","1","1","","1","","1","","","","","","","","","","","1","","","1","","1","1","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","1","1","","","","1","","","5","10","	4500","1","1","5","1","8","7","5","5","4","4","4","5","6","5","1","4","3","3","4","4","1","","","1","","","","","","1","","","","1","1","1","1","1","1","1","简体中文","未清洗","","中国","天津市","天津市","","117.10.164.216","Mozilla/5.0 (iPhone;iPhone 16 proMax; CPU iPhone OS 18_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.40(0x18002831) NetType/4G Language/zh_CN","",
"291","26-Aug-2025 21:54:56","26-Aug-2025 22:01:07","371","2","3","39","3","3","5","4","1","","1","1","1","","","","","","","","","","","","1","","","","","1","","1","1","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","1","1","","1","","","","","5","10","	5600","2","2","4","1","6","6","4","5","4","4","4","4","6","4","1","3","4","3","4","4","1","","","1","","","","","","1","1","1","1","","","1","1","1","1","1","简体中文","未清洗","","中国","陕西省","","","36.163.180.148","mozilla/5.0 (linux; android 13;vivo  X90 Pro+  /v2049a; wv) applewebkit/537.36 (khtml, like gecko) version/4.0 chrome/87.0.4280.141 mobile safari/537.36 vivobrowser/14.5.0.0","",
"290","26-Aug-2025 21:53:52","26-Aug-2025 21:55:52","120","2","3","32","3","3","6","5","1","","1","","1","1","","","","","","","","","","","1","","1","","1","","1","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","1","","","1","1","","","","","","5","9","	6500","2","2","5","1","6","5","3","4","4","5","4","4","5","4","1","3","4","3","4","3","1","","","1","","1","","","","1","1","1","1","","","","1","1","1","1","简体中文","未清洗","","中国","四川省","绵阳市","","112.18.3.95","mozilla/5.0 (linux; android 13; vivo  X Fold V2178A; wv) applewebkit/537.36 (khtml, like gecko) version/4.0 chrome/87.0.4280.141 mobile safari/537.36 vivobrowser/14.5.0.0","",
"289","26-Aug-2025 21:41:15","26-Aug-2025 21:50:23","548","2","3","30","3","2","6","5","1","1","1","","1","","","","","","","","","","","","2","","","","","","","","","","","","","1","","","1","1","","","","","","","","","1","","","1","","1","","1","","","","","","","","","","","","","","","6","6","	3500","3","2","5","1","5","5","5","5","4","5","4","4","6","5","1","4","3","3","4","4","1","","","1","","","","","","1","1","","","1","","","1","1","1","1","简体中文","未清洗","","中国","贵州省","六盘水市","","111.123.86.91","Mozilla/5.0 (Linux; U; Android 14; zh-cn; 22041211AC Build/UP1A.231005.007) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.6261.119 Mobile Safari/537.36 XiaoMi/MiuiBrowser/19.5.80520","",
"288","26-Aug-2025 21:36:58","26-Aug-2025 21:41:24","266","2","3","36","4","3","8","5","2","","","","","","","","1","","","1","1","","","","2","","","","","","","","","","","","","1","","","1","","1","","","","","","","","1","","","1","","1","1","","","","","","","","","","","","","","","","5","5","	3300","3","3","4","1","6","4","5","4","4","4","4","3","5","4","1","3","3","3","4","3","1","","","1","","","","","","1","","","","1","","1","1","1","1","1","简体中文","未清洗","","中国","江西省","九江市","","117.45.155.90","mozilla/5.0 (linux; android 13;vivo  X90 Pro+  /v2049a; wv) applewebkit/537.36 (khtml, like gecko) version/4.0 chrome/87.0.4280.141 mobile safari/537.36 vivobrowser/14.5.0.0","",
"287","26-Aug-2025 21:18:59","26-Aug-2025 21:26:32","453","2","3","32","2","3","7","4","2","","","","","","","","1","","","","","1","","","2","","","","","","","","","","","","1","1","","","","1","","","","","","","","","1","","","","1","","1","1","","","","","","","","","","","","","","","5","6","	3200","3","2","5","1","4","5","5","5","4","5","4","4","6","5","1","3","4","3","4","4","1","","","1","","1","","","","1","1","1","1","","","1","1","1","1","1","简体中文","未清洗","","中国","安徽省","蚌埠市","","183.165.82.114","mozilla/5.0 (linux; android 13; vivo  X Flip V2256A; wv) applewebkit/537.36 (khtml, like gecko) version/4.0 chrome/87.0.4280.141 mobile safari/537.36 vivobrowser/14.5.0.0","",
"286","26-Aug-2025 21:14:57","26-Aug-2025 21:23:38","521","2","3","39","1","2","4","5","1","","1","1","1","","","","","","","","","","","","1","1","","","","1","","1","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","1","","","","","","1","1","","","5","10","	5200","2","2","5","1","8","4","4","3","4","3","4","4","3","4","1","3","3","3","4","3","1","","","1","","","","","","1","","","","","","1","1","1","1","1","简体中文","未清洗","","中国","海南省","海口市","","223.198.6.103","mozilla/5.0 (linux; android 13;huawei mate 40 pro harmonyos;    NOH-AN00 build/huaweioce-an00; wv) applewebkit/537.36 (khtml, like gecko) version/4.0 chrome/92.0.4515.105 mobile safari/537.36 qukan qapp_android qapp_version_32043000 qukan_android qukan_ve","",
"285","26-Aug-2025 21:12:55","26-Aug-2025 21:15:45","170","2","3","35","3","3","7","5","1","","1","1","1","","","","","","","","","","","","2","","","","","","","","","","","","","1","","","1","","1","","","","","","","","1","","1","1","1","","","","","","","","","","","","","","","","","","5","7","	3500","3","3","5","1","7","5","5","5","4","5","4","3","5","5","1","3","4","3","4","4","1","","","1","1","1","","","","1","1","1","1","1","","1","1","1","1","1","简体中文","未清洗","","中国","内蒙古自治区","乌海市","","1.31.85.44","mozilla/5.0 (linux; u; android 13;iQOO U5 zh-cn; V2165A build/tp1a.220624.014) applewebkit/537.36 (khtml, like gecko) version/4.0 chrome/100.0.4896.58 quark/6.1.3.240 mobile safari/537.36","",
"284","26-Aug-2025 21:10:54","26-Aug-2025 21:13:24","150","2","3","29","3","2","6","4","1","1","1","1","","","","","","","","","","","","","1","1","","","1","","1","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","1","","1","","1","","","5","9","	6500","2","1","6","1","4","6","5","5","5","5","4","4","6","5","1","4","4","3","4","4","1","","","1","","","","","","1","1","1","1","1","","","1","1","1","1","简体中文","未清洗","","中国","贵州省","毕节市","","114.135.143.115","Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Mobile/15E148 Safari/604.1","",
"283","26-Aug-2025 21:07:49","26-Aug-2025 21:11:10","201","2","3","39","1","3","6","5","1","1","","1","1","","","","","","","","","","","","1","1","","","","","","1","1","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","1","","","","1","1","","","","","6","9","	6000","2","2","5","1","11","5","4","4","3","4","4","5","5","5","1","4","3","3","4","4","1","","","1","","1","","","","1","","1","","","1","","1","1","1","1","简体中文","未清洗","","中国","山东省","东营市","","39.79.97.2","Mozilla/5.0 (iPhone;iPhone 13 CPU iPhone OS 16_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.40(0x18002831) NetType/4G Language/zh_CN","",
"282","26-Aug-2025 21:05:08","26-Aug-2025 21:08:50","222","2","3","49","2","2","3","7","2","","","","","","","","","1","","1","","1","","","2","","","","","","","","","","","","1","","","","","","","1","1","","","","","","2","","","","","","","","","","","","","","1","","","1","1","","","","5","6","	3000","3","3","5","1","22","7","5","5","5","6","4","3","4","5","1","3","4","3","4","4","1","","","1","1","1","","","","1","1","1","1","","","","1","1","1","1","简体中文","未清洗","","中国","山西省","临汾市","","60.221.67.171","Mozilla/5.0 (Linux; U; Android13; zh-cn;RedmiK 40 M2012K11AC Build/TP1A.220624.014) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/100.0.4896.127 Mobile Safari/537.36 XiaoMi/MiuiBrowser/17.6.280522 swan-mibrowser","",
"281","26-Aug-2025 21:04:05","26-Aug-2025 21:06:06","121","2","3","32","4","3","6","5","1","","1","1","1","","","","","","","","","","","","1","1","","","","","","1","1","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","1","","","1","","1","","","","","5","9","	5000","2","2","5","1","6","6","5","5","4","4","4","4","4","4","1","3","4","3","4","4","1","","","1","1","1","","","","","1","1","1","","1","1","1","1","1","1","简体中文","未清洗","","中国","辽宁省","丹东市","","223.102.198.209","Mozilla/5.0 (Windows; U; Windows NT 5.2; zh-CN) AppleWebKit/605.1.15 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36 UCBrowser/18.0.0.2702  AliApp(TUnionSDK/0.1.20.4)","",
"280","26-Aug-2025 20:51:23","26-Aug-2025 20:53:48","145","2","3","38","3","3","5","4","1","1","","1","1","","","","","","","","","","","","1","1","","1","","","","1","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","1","1","","1","","","","","","","","6","10","	4500","3","3","4","1","9","5","5","5","4","4","4","3","5","4","1","3","3","3","4","3","1","","","1","","1","","","","1","","1","","1","","1","1","1","1","1","简体中文","未清洗","","中国","甘肃省","白银市","","27.225.99.8","mozilla/5.0 (linux; u; android 13;iQOO 9    zh-cn; v2254a build/tp1a.220624.014) applewebkit/537.36 (khtml, like gecko) version/4.0 chrome/100.0.4896.58 quark/6.1.3.240 mobile safari/537.36","",
"279","26-Aug-2025 20:41:21","26-Aug-2025 20:45:49","268","2","3","32","4","3","8","4","2","","","","","","","","1","1","","","","1","","","2","","","","","","","","","","","","1","1","","1","","","","","","","","","","","1","","1","1","","1","","","","","","","","","","","","","","","","","6","6","	4500","3","2","5","1","6","6","5","5","5","5","4","4","6","5","1","4","4","3","4","4","1","","","1","","1","","","","1","1","1","1","1","1","1","1","1","1","1","简体中文","未清洗","","中国","辽宁省","阜新市","","42.53.94.181","Mozilla/5.0 (iPhone;iPhone 16 pro; CPU iPhone OS 16_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.40(0x18002831) NetType/4G Language/zh_CN","",
"278","26-Aug-2025 20:36:54","26-Aug-2025 20:41:23","269","2","3","47","2","3","3","5","1","1","","1","1","","","","","","","","","","","","2","","","","","","","","","","","","","","","1","","","1","1","","","","","","","2","","","","","","","","","","","","1","","","1","","1","","","","","4","6","	3000","3","2","3","1","21","6","5","5","5","5","4","5","6","5","1","3","4","3","4","3","1","","","1","1","1","","","","1","1","1","1","1","","","1","1","1","1","简体中文","未清洗","","中国","山西省","忻州市","","1.69.204.88","Mozilla/5.0 (iPhone; CPU iPhone OS 18_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1","",
